Company Name,Holding Company Name,Year,Customer State,IEEE SAIDI Including MED,IEEE SAIDI Excluding MED,IEEE SAIDI Including MED Minus Loss of Supply,IEEE SAIFI Including MED,IEEE SAIFI Excluding MED,IEEE SAIFI Including MED Minus Loss of Supply,IEEE Total Customers,IEEE High Voltage,IEEE Automatically Recorded,Other - SAIDI Including MED,Other - SAIDI Excluding MED,Other - SAIFI Including MED,Other - SAIFI Excluding MED,Other - Total Customers,Other - Active Accounts,Other - Momentary Interruptions,Other - High Voltage,Other - Automatically Recorded,NERC Region Name,NERC Region Abbrev,Ownership Type,Regulated / Non-regulated
Tucson Electric Power Co,Uns Energy Corp,2014,AZ,57.126,0,57.126,0.714,0,0.714,418973,14,Y,,,,,,,,,,Western Electricity Coordinating Council,WECC,IOU,Regulated
Tucson Electric Power Co,Uns Energy Corp,2013,AZ,80,17,63,0.735,0.051,0.684,417286,14,Y,0,0,0,0,0,,,0,,Western Electricity Coordinating Council,WECC,IOU,Regulated
Tullahoma Utilities Board,Tullahoma Power System,2018,TN,52.998,1.138,20.754,0.514,52.998,1.138,11165,12.5,N,,,,,,,,,N,SERC Reliability Corp,SERC,Muni,Regulated
Tullahoma Utilities Board,Tullahoma Power System,2017,TN,121.594,27.476,121.594,3.205,0.915,3.205,11165,12.5,N,,,,,,,,,N,SERC Reliability Corp,SERC,Muni,Regulated
Tullahoma Utilities Board,Tullahoma Power System,2016,TN,166.247,29.871,166.247,2.485,0.651,2.485,11165,12.5,,,,,,,,,,,SERC Reliability Corp,SERC,Muni,Regulated
Tullahoma Utilities Board,Tullahoma Power System,2015,TN,27.047,22.366,27.047,0.7,0.4,0.7,11076,13,N,,,,,,,,,,SERC Reliability Corp,SERC,Muni,Regulated
Tullahoma Utilities Board,Tullahoma Power System,2014,TN,43.038,22.94,,2.637,1.015,,10500,13.2,,,,,,,,,,,SERC Reliability Corp,SERC,Muni,Regulated
Tullahoma Utilities Board,Tullahoma Power System,2013,TN,0,0,0,0,0,0,0,0,,54.11,54.11,2.76,2.76,10936,Y,L,13,N,SERC Reliability Corp,SERC,Muni,Regulated
Tupelo Water & Light MS (City of),Tupelo Water & Light MS (City of),2014,MS,,,,,,,,,,,,,,,,,,,SERC Reliability Corp,SERC,Muni,Regulated
Turlock Irrigation District,Turlock Irrigation District,2018,CA,,,,,,,,,N,53,0.6,53,0.6,87000,N,F,69,N,Western Electricity Coordinating Council,WECC,Muni,Regulated
Turlock Irrigation District,Turlock Irrigation District,2017,CA,,,,,,,,,N,74,74,0.93,0.93,86521,N,F,69,N,Western Electricity Coordinating Council,WECC,Muni,Regulated
Turlock Irrigation District,Turlock Irrigation District,2016,CA,,,,,,,,,,57,57,0.54,0.54,85650,,,69,,Western Electricity Coordinating Council,WECC,Muni,Regulated
Turlock Irrigation District,Turlock Irrigation District,2015,CA,,,,,,,,,,68.9,68.9,0.89,0.89,85600,N,F,69,N,Western Electricity Coordinating Council,WECC,Muni,Regulated
Turlock Irrigation District,Turlock Irrigation District,2014,CA,,,,,,,,,,84,81,0.84,0.78,85000,N,F,12,N,Western Electricity Coordinating Council,WECC,Muni,Regulated
Turlock Irrigation District,Turlock Irrigation District,2013,CA,0,0,0,0,0,0,0,0,,89,89,0.81,0.81,84700,N,F,12,N,Western Electricity Coordinating Council,WECC,Muni,Regulated
Tuscumbia AL (City of),Tuscumbia AL (City of),2014,AL,,,,,,,,,,,,,,,,,,,SERC Reliability Corp,SERC,Muni,Regulated
Twin County Electric Power Association,Twin County Electric Power Association,2018,MS,493.5,,249.39,,463.2,,12260,24.9,N,,,,,,,,,N,SERC Reliability Corp,SERC,DistCoop,Regulated
Twin County Electric Power Association,Twin County Electric Power Association,2017,MS,216.8,212.3,202.46,,,,12555,24.9,N,,,,,,,,,N,SERC Reliability Corp,SERC,DistCoop,Regulated
Twin County Electric Power Association,Twin County Electric Power Association,2016,MS,671.79,339.34,634.42,,,,12458,24.9,,,,,,,,,,,SERC Reliability Corp,SERC,DistCoop,Regulated
Twin County Electric Power Association,Twin County Electric Power Association,2015,MS,229,223,213,,,,12374,24.9,N,,,,,,,,,,SERC Reliability Corp,SERC,DistCoop,Regulated
Twin County Electric Power Association,Twin County Electric Power Association,2014,MS,232,232,226,,,,12374,24.9,N,,,,,,,,,,SERC Reliability Corp,SERC,DistCoop,Regulated
Twin County Electric Power Association,Twin County Electric Power Association,2013,MS,260,206,236,0,0,0,12237,24.9,N,0,0,0,0,0,,,0,,SERC Reliability Corp,SERC,DistCoop,Regulated
Twin Valley Electric Coop Inc,Twin Valley Electric Coop Inc,2018,KS,165.4,0.169,109.6,0.148,152.8,0.166,2996,15,Y,,,,,,,,,N,Southwest Power Pool Inc,SPP,DistCoop,Regulated
Twin Valley Electric Coop Inc,Twin Valley Electric Coop Inc,2017,KS,216.7,68.3,149.2,1.42,0.75,1.4,3047,15,N,,,,,,,,,N,Southwest Power Pool Inc,SPP,DistCoop,Regulated
Twin Valley Electric Coop Inc,Twin Valley Electric Coop Inc,2016,KS,343.4,190.31,278.9,2.5,0.83,2.43,3061,15,,,,,,,,,,,Southwest Power Pool Inc,SPP,DistCoop,Regulated
Twin Valley Electric Coop Inc,Twin Valley Electric Coop Inc,2015,KS,182.5,107.1,175.3,1.727,1.222,1.638,3110,15,N,,,,,,,,,,Southwest Power Pool Inc,SPP,DistCoop,Regulated
Twin Valley Electric Coop Inc,Twin Valley Electric Coop Inc,2014,KS,116.8,85.3,31.5,,,,3131,14.4,Y,,,,,,,,,,Southwest Power Pool Inc,SPP,DistCoop,Regulated
Twin Valley Electric Coop Inc,Twin Valley Electric Coop Inc,2013,KS,324,156.4,316,3.25,1.82,3.05,3188,15,Y,0,0,0,0,0,,,0,,Southwest Power Pool Inc,SPP,DistCoop,Regulated
Twin Valleys Public Power District,Twin Valleys Public Power District,2018,NE,,,,,,,,,N,78.2,,,,6602,N,F,69,N,Midwest Reliability Organization,MRO,PSubdiv,Regulated
Twin Valleys Public Power District,Twin Valleys Public Power District,2017,NE,,,,,,,,,N,878.1,,,,6457,N,F,69,N,Midwest Reliability Organization,MRO,PSubdiv,Regulated
Twin Valleys Public Power District,Twin Valleys Public Power District,2016,NE,,,,,,,,,,97.11,,,,6450,,,69,,Midwest Reliability Organization,MRO,PSubdiv,Regulated
Twin Valleys Public Power District,Twin Valleys Public Power District,2015,NE,,,,,,,,,,67.74,,,,6409,N,F,69,N,Midwest Reliability Organization,MRO,PSubdiv,Regulated
Twin Valleys Public Power District,Twin Valleys Public Power District,2014,NE,,,,,,,,,,213,,,,6382,N,F,69,N,Midwest Reliability Organization,MRO,PSubdiv,Regulated
Twin Valleys Public Power District,Twin Valleys Public Power District,2013,NE,0,0,0,0,0,0,0,0,,56,0,0,0,6281,N,F,69,N,Midwest Reliability Organization,MRO,PSubdiv,Regulated
Two Rivers WI (City of),Two Rivers WI (City of),2018,WI,27.27,0.247,,,,,6124,13.2,N,,,,,,,,,N,Midwest Reliability Organization,MRO,Muni,Regulated
Two Rivers WI (City of),Two Rivers WI (City of),2017,WI,3.238,0,0,0.03,0,0,6134,13.2,N,,,,,,,,,N,Midwest Reliability Organization,MRO,Muni,Regulated
Two Rivers WI (City of),Two Rivers WI (City of),2016,WI,17,0,0,0.148,0,0,6153,13.8,,,,,,,,,,,Midwest Reliability Organization,MRO,Muni,Regulated
Two Rivers WI (City of),Two Rivers WI (City of),2015,WI,1.707,0,0,0.04,0,0,6163,13.8,N,,,,,,,,,,Midwest Reliability Organization,MRO,Muni,Regulated
Two Rivers WI (City of),Two Rivers WI (City of),2014,WI,,,,,,,,,,1.014,1.014,0.017,0.017,6137,N,L,13.2,N,Midwest Reliability Organization,MRO,Muni,Regulated
Two Rivers WI (City of),Two Rivers WI (City of),2013,WI,5.797,5.797,0,0.031,0.031,0,6190,13.2,N,0,0,0,0,0,,,0,,Midwest Reliability Organization,MRO,Muni,Regulated
UGI Utilities Inc,UGI Corp,2018,PA,218.9,1.197,218.9,1.197,218.9,1.197,62986,13.8,Y,,,,,,,,,N,ReliabilityFirst,RFC,IOU,Regulated
UGI Utilities Inc,UGI Corp,2017,PA,64,64,64,0.49,0.49,0.49,63690,13.8,Y,,,,,,,,,N,ReliabilityFirst,RFC,IOU,Regulated
UGI Utilities Inc,UGI Corp,2016,PA,78,78,78,0.63,0.63,0.63,61773,13.8,,,,,,,,,,,ReliabilityFirst,RFC,IOU,Regulated
UGI Utilities Inc,UGI Corp,2015,PA,41,41,41,0.4,0.4,0.4,60297,13.8,Y,,,,,,,,,,ReliabilityFirst,RFC,IOU,Regulated
UGI Utilities Inc,UGI Corp,2014,PA,466,63,466,0.72,0.44,0.72,61200,13.8,Y,,,,,,,,,,ReliabilityFirst,RFC,IOU,Regulated
UGI Utilities Inc,UGI Corp,2013,PA,85,85,85,0.77,0.77,0.77,61871,13.8,Y,0,0,0,0,0,,,0,,ReliabilityFirst,RFC,IOU,Regulated
Umatilla Electric Coop,Umatilla Electric Coop,2018,OR,231.893,2.327,190.87,2.128,230.049,2.268,15288,12.5,Y,,,,,,,,,N,Western Electricity Coordinating Council,WECC,DistCoop,Regulated
Umatilla Electric Coop,Umatilla Electric Coop,2017,OR,251.024,220.605,209.369,1.759,1.598,1.345,14795,12.5,Y,,,,,,,,,N,Western Electricity Coordinating Council,WECC,DistCoop,Regulated
Umatilla Electric Coop,Umatilla Electric Coop,2016,OR,220.6,122.4,122.4,1.745,1.23,1.74,14347,12.5,,,,,,,,,,,Western Electricity Coordinating Council,WECC,DistCoop,Regulated
Umatilla Electric Coop,Umatilla Electric Coop,2015,OR,423.46,245.28,245.31,2.23,1.63,1.63,14602,12.5,Y,,,,,,,,,,Western Electricity Coordinating Council,WECC,DistCoop,Regulated
Umatilla Electric Coop,Umatilla Electric Coop,2014,OR,345.481,202.22,345.481,1.36,1.14,1.36,14472,12.5,Y,,,,,,,,,,Western Electricity Coordinating Council,WECC,DistCoop,Regulated
Umatilla Electric Coop,Umatilla Electric Coop,2013,OR,728.105,379.55,368,2.253,1.741,1.319,14481,12.5,Y,0,0,0,0,0,,,0,,Western Electricity Coordinating Council,WECC,DistCoop,Regulated
Union City Electric System,Union City Electric System,2014,TN,,,,,,,,,,,,,,,,,,,SERC Reliability Corp,SERC,Muni,Regulated
Union County Electric Coop Inc,Union County Electric Coop Inc,2018,SD,,,,,,,,,N,33.02,0.35,33.02,0.35,1519,Y,O,7.2,Y,Midwest Reliability Organization,MRO,DistCoop,Regulated
Union County Electric Coop Inc,Union County Electric Coop Inc,2017,SD,,,,,,,,,N,11.47,11.47,0.19,0.19,1519,Y,O,7.2,N,Midwest Reliability Organization,MRO,DistCoop,Regulated
Union County Electric Coop Inc,Union County Electric Coop Inc,2016,SD,,,,,,,,,,119.24,119.24,1.64,1.64,1519,,,7.2,,Midwest Reliability Organization,MRO,DistCoop,Regulated
Union County Electric Coop Inc,Union County Electric Coop Inc,2015,SD,,,,,,,,,,91.42,91.42,0.089,0.089,1519,Y,O,7.2,N,Midwest Reliability Organization,MRO,DistCoop,Regulated
Union County Electric Coop Inc,Union County Electric Coop Inc,2013,SD,0,0,0,0,0,0,0,0,,89,89,0.93,0.93,1566,Y,O,7.2,N,Midwest Reliability Organization,MRO,DistCoop,Regulated
Union Electric Membership Corp,Union Electric Membership Corp,2018,NC,276.81,1.86,63.06,0.85,270.92,1.79,75326,25,N,,,,,,,,,N,SERC Reliability Corp,SERC,DistCoop,Regulated
Union Electric Membership Corp,Union Electric Membership Corp,2017,NC,83.9,49.54,82,0.82,0.54,0.79,75609,25,N,,,,,,,,,N,SERC Reliability Corp,SERC,DistCoop,Regulated
Union Electric Membership Corp,Union Electric Membership Corp,2016,NC,117.2,66.4,115,1.06,0.73,0.96,74092,25,,,,,,,,,,,SERC Reliability Corp,SERC,DistCoop,Regulated
Union Electric Membership Corp,Union Electric Membership Corp,2015,NC,103.56,66.68,101.29,0.96,0.77,0.93,72027,25,Y,,,,,,,,,,SERC Reliability Corp,SERC,DistCoop,Regulated
Union Electric Membership Corp,Union Electric Membership Corp,2014,NC,104.6,51.8,104.6,1.08,0.6,1.08,71201,12.5,Y,,,,,,,,,,SERC Reliability Corp,SERC,DistCoop,Regulated
Union Electric Membership Corp,Union Electric Membership Corp,2013,NC,319,60,250,1.33,0.7,0.22,67634,15,Y,0,0,0,0,0,,,0,,SERC Reliability Corp,SERC,DistCoop,Regulated
Union Rural Electric Coop Inc,Union Rural Electric Coop Inc,2018,OH,294.1,2.611,114.9,1.639,287.5,2.231,10104,24.9,Y,,,,,,,,,N,ReliabilityFirst,RFC,DistCoop,Regulated
Union Rural Electric Coop Inc,Union Rural Electric Coop Inc,2017,OH,163.3,62.4,163.3,1.428,0.813,1.428,9768,69,Y,,,,,,,,,N,ReliabilityFirst,RFC,DistCoop,Regulated
Union Rural Electric Coop Inc,Union Rural Electric Coop Inc,2016,OH,133.2,133.2,114.4,1.657,1.657,1.086,9473,69,,,,,,,,,,,ReliabilityFirst,RFC,DistCoop,Regulated
Union Rural Electric Coop Inc,Union Rural Electric Coop Inc,2015,OH,89.7,89.7,89.6,1.335,1.335,1.333,9187,69,N,,,,,,,,,,ReliabilityFirst,RFC,DistCoop,Regulated
Union Rural Electric Coop Inc,Union Rural Electric Coop Inc,2014,OH,145.6,125.1,130.8,2.368,2.08,1.976,8952,69,N,,,,,,,,,,ReliabilityFirst,RFC,DistCoop,Regulated
Union Rural Electric Coop Inc,Union Rural Electric Coop Inc,2013,OH,73,73,73,0.997,0.997,0.997,8743,69,N,0,0,0,0,0,,,0,,ReliabilityFirst,RFC,DistCoop,Regulated
United Electric Coop Inc (MO),United Electric Coop Inc (MO),2014,MO,,,,,,,,,N,,,,,,N,,,N,SERC Reliability Corp,SERC,DistCoop,Regulated
United Electric Coop Service Inc,United Electric Coop Service Inc,2018,TX,453.322,1.362,81.867,0.992,451.032,1.247,84221,25,Y,,,,,,,,,N,Electric Reliability Council of Texas Inc,ERCOT,DistCoop,Regulated
United Electric Coop Service Inc,United Electric Coop Service Inc,2017,TX,103.42,58.8,58.01,0.96,0.74,0.72,81690,25,Y,,,,,,,,,N,Electric Reliability Council of Texas Inc,ERCOT,DistCoop,Regulated
United Electric Coop Service Inc,United Electric Coop Service Inc,2016,TX,84.592,76.342,72.434,1.051,0.843,0.794,80002,25,,,,,,,,,,,Electric Reliability Council of Texas Inc,ERCOT,DistCoop,Regulated
United Electric Coop Service Inc,United Electric Coop Service Inc,2015,TX,176,90,173,1.21,0.994,1.15,78806,25,Y,,,,,,,,,,Electric Reliability Council of Texas Inc,ERCOT,DistCoop,Regulated
United Electric Coop Service Inc,United Electric Coop Service Inc,2014,TX,57.34,57.34,51.78,0.71,0.71,0.61,77682,25,Y,,,,,,,,,,Electric Reliability Council of Texas Inc,ERCOT,DistCoop,Regulated
United Electric Coop Service Inc,United Electric Coop Service Inc,2013,TX,94,57,91,0.981,0.816,0.916,76477,25,Y,0,0,0,0,0,,,0,,Electric Reliability Council of Texas Inc,ERCOT,DistCoop,Regulated
United Illuminating Co (The),Iberdrola SA,2018,CT,,,,,,,,,N,267,1.17,59,0.63,333861,N,F,69,N,Northeast Power Coordinating Council,NPCC,IOU,Regulated
United Illuminating Co (The),Iberdrola SA,2017,CT,,,,,,,,,N,78.83,33,0.6,0.41,332396,N,F,69,N,Northeast Power Coordinating Council,NPCC,IOU,Regulated
United Illuminating Co (The),Iberdrola SA,2016,CT,,,,,,,,,,77,51,0.74,0.61,330968,,,69,,Northeast Power Coordinating Council,NPCC,IOU,Regulated
United Illuminating Co (The),Iberdrola SA,2015,CT,,,,,,,,,,48,43,0.5,0.48,318285,N,F,69,N,Northeast Power Coordinating Council,NPCC,IOU,Regulated
United Illuminating Co (The),Iberdrola SA,2014,CT,,,,,,,,,,62,62,0.65,0.65,318490,N,F,69,N,Northeast Power Coordinating Council,NPCC,IOU,Regulated
United Illuminating Co (The),Iberdrola SA,2013,CT,81.6,57.8,57,0.7,0.63,0.62,317544,69,N,0,0,0,0,0,,,0,,Northeast Power Coordinating Council,NPCC,IOU,Regulated
United Power Inc,United Power Inc,2018,CO,69.54,0.754,,,,,87208,69,Y,,,,,,,,,N,Western Electricity Coordinating Council,WECC,DistCoop,Regulated
United Power Inc,United Power Inc,2017,CO,118.9,,,1.354,,,83003,69,Y,,,,,,,,,N,Western Electricity Coordinating Council,WECC,DistCoop,Regulated
Unitil Energy Systems,Unitil Corp,2018,NH,492.65,1.937,115.8,1.202,492.65,1.937,77595,34.5,Y,,,,,,,,,N,Northeast Power Coordinating Council,NPCC,IOU,Regulated
Unitil Energy Systems,Unitil Corp,2017,NH,862.17,112.68,862.17,2.741,1.331,2.741,77306,34.5,Y,,,,,,,,,N,Northeast Power Coordinating Council,NPCC,IOU,Regulated
Unitil Energy Systems,Unitil Corp,2016,NH,160.64,101.5,160.64,1.171,0.978,1.171,76614,34.5,,,,,,,,,,,Northeast Power Coordinating Council,NPCC,IOU,Regulated
Unitil Energy Systems,Unitil Corp,2015,NH,112.73,112.73,0,1.579,1.579,0,76076,34.5,Y,,,,,,,,,,Northeast Power Coordinating Council,NPCC,IOU,Regulated
Unitil Energy Systems,Unitil Corp,2014,NH,747.58,184.35,2,2.592,1.733,2,75803,34.5,Y,,,,,,,,,,Northeast Power Coordinating Council,NPCC,IOU,Regulated
Unitil Energy Systems,Unitil Corp,2013,NH,0,0,0,0,0,0,0,0,,235,119,1.981,1.406,75492,Y,F,34.5,Y,Northeast Power Coordinating Council,NPCC,IOU,Regulated
UNS Electric Inc,Uns Energy Corp,2018,AZ,47.67,0.62,47.67,0.62,47.67,0.62,97960,69,Y,,,,,,,,,N,Western Electricity Coordinating Council,WECC,IOU,Regulated
UNS Electric Inc,Uns Energy Corp,2017,AZ,196.27,92.76,103.51,1.65,0.48,1.17,96134,69,Y,,,,,,,,,N,Western Electricity Coordinating Council,WECC,IOU,Regulated
UNS Electric Inc,Uns Energy Corp,2016,AZ,62.546,0,62.546,0.848,0,0.848,95100,69,,,,,,,,,,,Western Electricity Coordinating Council,WECC,IOU,Regulated
UNS Electric Inc,Uns Energy Corp,2015,AZ,72.351,0,72.351,0.967,0,0.967,94238,69,Y,,,,,,,,,,Western Electricity Coordinating Council,WECC,IOU,Regulated
UNS Electric Inc,Uns Energy Corp,2014,AZ,156.854,99.601,57.253,1.312,0.441,0.871,93447,69,Y,,,,,,,,,,Western Electricity Coordinating Council,WECC,IOU,Regulated
UNS Electric Inc,Uns Energy Corp,2013,AZ,246,136,109,2.721,0.938,1.783,92747,69,Y,0,0,0,0,0,,,0,,Western Electricity Coordinating Council,WECC,IOU,Regulated
Upper Cumberland EMC,Upper Cumberland EMC,2018,TN,150.406,,146.446,,130.87,,51037,12.5,N,,,,,,,,,N,SERC Reliability Corp,SERC,DistCoop,Regulated
Upper Cumberland EMC,Upper Cumberland EMC,2017,TN,225.643,107.11,213.843,,,,50491,12.5,N,,,,,,,,,N,SERC Reliability Corp,SERC,DistCoop,Regulated
Upper Cumberland EMC,Upper Cumberland EMC,2016,TN,190.68,110.51,110.51,,,,49868,12.5,,,,,,,,,,,SERC Reliability Corp,SERC,DistCoop,Regulated
Upper Cumberland EMC,Upper Cumberland EMC,2015,TN,367.809,125.444,360.96,,,,49311,,N,,,,,,,,,,SERC Reliability Corp,SERC,DistCoop,Regulated
Upper Cumberland EMC,Upper Cumberland EMC,2014,TN,48.93,48.93,,,,,48536,12.5,N,,,,,,,,,,SERC Reliability Corp,SERC,DistCoop,Regulated
Upper Cumberland EMC,Upper Cumberland EMC,2013,TN,0,0,0,0,0,0,0,0,,82.504,82.504,82.504,82.504,48217,N,O,12.5,N,SERC Reliability Corp,SERC,DistCoop,Regulated
Upper Michigan Energy Resources Corp,WEC Energy Group Inc,2018,MI,245,1.16,146,0.91,245,1.16,37673,25,N,,,,,,,,,N,,,IO,Nonregulated
Upper Michigan Energy Resources Corp,WEC Energy Group Inc,2017,MI,551,149,480,1.85,0.98,1.63,37482,35,Y,,,,,,,,,N,,,IO,Nonregulated
Upper Peninsula Power Co,Balfour Beatty Infrastructure Inc,2018,MI,136.9,1.16,136.9,1.16,133.8,1.13,59000,35,N,,,,,,,,,N,ReliabilityFirst,RFC,IOU,Regulated
Upper Peninsula Power Co,Balfour Beatty Infrastructure Inc,2017,MI,602.6,176.1,573,2.2,1.3,2.1,59298,50,N,,,,,,,,,N,ReliabilityFirst,RFC,IOU,Regulated
Upper Peninsula Power Co,Balfour Beatty Infrastructure Inc,2016,MI,457.2,164.9,284,2.1,1.3,1.6,59445,50,,,,,,,,,,,ReliabilityFirst,RFC,IOU,Regulated
Upper Peninsula Power Co,Balfour Beatty Infrastructure Inc,2015,MI,161.4,121.9,151.5,1.3,1.1,1.2,59489,50,Y,,,,,,,,,,ReliabilityFirst,RFC,IOU,Regulated
Upper Peninsula Power Co,Balfour Beatty Infrastructure Inc,2014,MI,281,248,281,1.85,1.78,1.85,59650,50,Y,,,,,,,,,,ReliabilityFirst,RFC,IOU,Regulated
Upper Peninsula Power Co,Balfour Beatty Infrastructure Inc,2013,MI,297,248,297,2,2,2,60000,50,Y,0,0,0,0,0,,,0,,ReliabilityFirst,RFC,IOU,Regulated
Upshur Rural Electric Coop Corp,Upshur Rural Electric Coop Corp,2018,TX,1199,5.34,645.5,4.38,1035.7,3.8,46655,25,Y,,,,,,,,,N,Southwest Power Pool Inc,SPP,DistCoop,Regulated
Upshur Rural Electric Coop Corp,Upshur Rural Electric Coop Corp,2017,TX,1049,741.1,809.2,5.3,4.58,3.87,46337,25,Y,,,,,,,,,N,Southwest Power Pool Inc,SPP,DistCoop,Regulated
Upshur Rural Electric Coop Corp,Upshur Rural Electric Coop Corp,2016,TX,968,655,779,5.274,4.852,3.086,45969,25,,,,,,,,,,,Southwest Power Pool Inc,SPP,DistCoop,Regulated
Upshur Rural Electric Coop Corp,Upshur Rural Electric Coop Corp,2015,TX,1468.5,967.3,1468.5,5.99,5.01,0.98,45266,12.5,Y,,,,,,,,,,Southwest Power Pool Inc,SPP,DistCoop,Regulated
Upshur Rural Electric Coop Corp,Upshur Rural Electric Coop Corp,2014,TX,1576.2,1574.6,1574,4.71,4.7,4.65,45173,12.5,Y,,,,,,,,,,Southwest Power Pool Inc,SPP,DistCoop,Regulated
Upshur Rural Electric Coop Corp,Upshur Rural Electric Coop Corp,2013,TX,893,892,887,4.846,4.844,4.638,44820,12.5,Y,0,0,0,0,0,,,0,,Southwest Power Pool Inc,SPP,DistCoop,Regulated
Utilities Commission New Smyrna Beach,Utilities Commission New Smyrna Beach,2018,FL,,,,,,,,,N,,,161.67,2.95,28094,Y,L,23,N,SERC Reliability Corp,SERC,Muni,Regulated
Utilities Commission New Smyrna Beach,Utilities Commission New Smyrna Beach,2017,FL,,,,,,,,,N,,62.97,,2.19,27742,Y,L,23,N,SERC Reliability Corp,SERC,Muni,Regulated
Utilities Commission New Smyrna Beach,Utilities Commission New Smyrna Beach,2016,FL,128.62,,,2.94,,,27353,23,,,,,,,,,,,SERC Reliability Corp,SERC,Muni,Regulated
Utilities Commission New Smyrna Beach,Utilities Commission New Smyrna Beach,2015,FL,123.12,,,2.99,,,26753,23,N,,,,,,,,,,SERC Reliability Corp,SERC,Muni,Regulated
Utilities District of Western Indiana REMC,Utilities District Western IN REMC,2018,IN,425.07,2.8,308.78,2.43,363.63,2.09,19097,15,Y,,,,,,,,,N,ReliabilityFirst,RFC,DistCoop,Regulated
Utilities District of Western Indiana REMC,Utilities District Western IN REMC,2017,IN,448.06,337.25,411.28,2.48,2.22,1.95,19033,15,Y,,,,,,,,,N,ReliabilityFirst,RFC,DistCoop,Regulated
Utilities District of Western Indiana REMC,Utilities District Western IN REMC,2016,IN,354.38,302.75,260.42,2.6,2.47,1.42,19002,15,,,,,,,,,,,ReliabilityFirst,RFC,DistCoop,Regulated
Utilities District of Western Indiana REMC,Utilities District Western IN REMC,2015,IN,215.82,215.82,204.64,1.73,1.73,1.58,18985,15,Y,,,,,,,,,,ReliabilityFirst,RFC,DistCoop,Regulated
Utilities District of Western Indiana REMC,Utilities District Western IN REMC,2014,IN,547.43,330.56,475.43,2.66,2.26,2.14,19010,7.2,Y,,,,,,,,,,ReliabilityFirst,RFC,DistCoop,Regulated
Utilities District of Western Indiana REMC,Utilities District Western IN REMC,2013,IN,761.12,474.7,6,4.16,3.41,2.879,18974,12.5,Y,0,0,0,0,0,,,0,,ReliabilityFirst,RFC,DistCoop,Regulated
V247 Power Corp,V247 Power Corp,2014,TX,,,,,,,,,N,,,,,,,,,,Electric Reliability Council of Texas Inc,ERCOT,Private,Nonregulated
Valley Electric Association Inc,Valley Electric Association,2018,NV,96.87,1.503,69.46,1.004,96.87,1.503,21856,24.9,Y,,,,,,,,,N,Western Electricity Coordinating Council,WECC,DistCoop,Regulated
Valley Electric Association Inc,Valley Electric Association,2017,NV,124.06,64.46,119.75,1.552,1.167,1.493,21945,24.9,Y,,,,,,,,,N,Western Electricity Coordinating Council,WECC,DistCoop,Regulated
Valley Electric Association Inc,Valley Electric Association,2016,NV,100.03,66.09,98.39,1.308,1,1.285,21350,25,,,,,,,,,,,Western Electricity Coordinating Council,WECC,DistCoop,Regulated
Valley Electric Association Inc,Valley Electric Association,2015,NV,155.88,45.9,153.84,1.805,0.776,1.751,21061,25,Y,,,,,,,,,,Western Electricity Coordinating Council,WECC,DistCoop,Regulated
Valley Electric Association Inc,Valley Electric Association,2014,NV,1.34,1.34,0,1.07,1.07,0,21537,25,N,1,1,1,1,19958,N,F,24.9,Y,Western Electricity Coordinating Council,WECC,DistCoop,Regulated
Valley Electric Association Inc,Valley Electric Association,2013,NV,2,2,2,1,0,1,24496,25,N,0,0,0,0,0,,,0,,Western Electricity Coordinating Council,WECC,DistCoop,Regulated
Verdigris Valley Electric Coop Inc,Verdigris Valley Electric Coop Inc,2018,OK,,,,,,,,,N,254.076,2.299,229.165,2.219,37000,N,F,24.9,Y,Southwest Power Pool Inc,SPP,DistCoop,Regulated
Verdigris Valley Electric Coop Inc,Verdigris Valley Electric Coop Inc,2017,OK,,,,,,,,,N,,,,,,N,F,24.9,Y,Southwest Power Pool Inc,SPP,DistCoop,Regulated
Verdigris Valley Electric Coop Inc,Verdigris Valley Electric Coop Inc,2016,OK,,,,,,,,,,299.675,282.891,2.771,2.698,36351,,,24.9,,Southwest Power Pool Inc,SPP,DistCoop,Regulated
Verdigris Valley Electric Coop Inc,Verdigris Valley Electric Coop Inc,2015,OK,,,,,,,,,,276.8,275.6,0.077,0.077,36068,N,F,24.9,Y,Southwest Power Pool Inc,SPP,DistCoop,Regulated
Verdigris Valley Electric Coop Inc,Verdigris Valley Electric Coop Inc,2014,OK,,,,,,,,,,104.1,104,0.019,0.019,35999,N,F,24.9,Y,Southwest Power Pool Inc,SPP,DistCoop,Regulated
Verdigris Valley Electric Coop Inc,Verdigris Valley Electric Coop Inc,2013,OK,428,297,403,2.35,1.98,2.23,35506,25,N,0,0,0,0,0,,,0,,Southwest Power Pool Inc,SPP,DistCoop,Regulated
Verendrye Electric Coop Inc,Verendrye Electric Coop Inc,2018,ND,74.41,0.87,74.41,0.87,73.21,0.82,20549,25,N,,,,,,,,,N,Midwest Reliability Organization,MRO,DistCoop,Regulated
Verendrye Electric Coop Inc,Verendrye Electric Coop Inc,2017,ND,42.05,42.05,40.25,0.75,0.75,0.58,18293,25,N,,,,,,,,,N,Midwest Reliability Organization,MRO,DistCoop,Regulated
Verendrye Electric Coop Inc,Verendrye Electric Coop Inc,2016,ND,94.12,94.12,93.52,1.12,1.12,1.05,18259,25,,,,,,,,,,,Midwest Reliability Organization,MRO,DistCoop,Regulated
