Company Name,Holding Company Name,Year,Customer State,IEEE SAIDI Including MED,IEEE SAIDI Excluding MED,IEEE SAIDI Including MED Minus Loss of Supply,IEEE SAIFI Including MED,IEEE SAIFI Excluding MED,IEEE SAIFI Including MED Minus Loss of Supply,IEEE Total Customers,IEEE High Voltage,IEEE Automatically Recorded,Other - SAIDI Including MED,Other - SAIDI Excluding MED,Other - SAIFI Including MED,Other - SAIFI Excluding MED,Other - Total Customers,Other - Active Accounts,Other - Momentary Interruptions,Other - High Voltage,Other - Automatically Recorded,NERC Region Name,NERC Region Abbrev,Ownership Type,Regulated / Non-regulated
4 County Electric Power Association,4 County Electric Power Association,2018,MS,168.8,2.14,153.8,2.06,157.41,2,47460,13,Y,,,,,,,,,N,SERC Reliability Corp,SERC,DistCoop,Regulated
4 County Electric Power Association,4 County Electric Power Association,2017,MS,143.71,131.83,143.68,1.95,1.87,1.83,46677,13,Y,,,,,,,,,N,SERC Reliability Corp,SERC,DistCoop,Regulated
4 County Electric Power Association,4 County Electric Power Association,2016,MS,547.71,159.94,536.53,2.27,1.99,2.14,46569,13,,,,,,,,,,,SERC Reliability Corp,SERC,DistCoop,Regulated
4 County Electric Power Association,4 County Electric Power Association,2015,MS,281.16,137.05,275.39,2,1.53,1.77,46138,13,Y,,,,,,,,,,SERC Reliability Corp,SERC,DistCoop,Regulated
4 County Electric Power Association,4 County Electric Power Association,2014,MS,253.2,173.4,218.4,2.35,2.2,2.18,45260,13,Y,,,,,,,,,,SERC Reliability Corp,SERC,DistCoop,Regulated
4 County Electric Power Association,4 County Electric Power Association,2013,MS,253.2,173.4,218.4,2.35,2.2,2.18,45260,13,Y,0,0,0,0,0,,,0,,SERC Reliability Corp,SERC,DistCoop,Regulated
A & N Electric Coop,A & N Electric Coop,2018,MD,,,,,,,,,N,1.74,0.006,0.2,0.003,311,Y,O,12.5,N,ReliabilityFirst,RFC,DistCoop,Regulated
A & N Electric Coop,A & N Electric Coop,2018,VA,,,,,,,,,N,178.405,1.707,68.926,1.03,35908,Y,O,24.9,N,ReliabilityFirst,RFC,DistCoop,Regulated
A & N Electric Coop,A & N Electric Coop,2017,MD,,,,,,,,,N,31.959,31.959,0.22,0.22,311,Y,O,12.5,N,ReliabilityFirst,RFC,DistCoop,Regulated
A & N Electric Coop,A & N Electric Coop,2017,VA,,,,,,,,,N,102.516,102.516,1.281,1.281,35827,Y,O,24.9,N,ReliabilityFirst,RFC,DistCoop,Regulated
A & N Electric Coop,A & N Electric Coop,2016,MD,,,,,,,,,,55.54,40.8,0.63,0.43,311,,,12.5,,ReliabilityFirst,RFC,DistCoop,Regulated
A & N Electric Coop,A & N Electric Coop,2016,VA,,,,,,,,,,331.34,245.3,2.16,1.58,35058,,,24.9,,ReliabilityFirst,RFC,DistCoop,Regulated
Access Energy Coop,Access Energy Coop,2018,IA,,,,,,,,,N,112,1.14,112,1.14,8920,Y,L,12.5,Y,SERC Reliability Corp,SERC,DistCoop,Regulated
Access Energy Coop,Access Energy Coop,2017,IA,,,,,,,,,N,84,84,0.76,0.76,9310,Y,L,12.5,Y,SERC Reliability Corp,SERC,DistCoop,Regulated
Access Energy Coop,Access Energy Coop,2016,IA,,,,,,,,,,70,70,0.76,0.76,9310,,,12.5,,SERC Reliability Corp,SERC,DistCoop,Regulated
Access Energy Coop,Access Energy Coop,2015,IA,,,,,,,,,,479,109,2.34,1.39,9158,Y,L,12.5,Y,SERC Reliability Corp,SERC,DistCoop,Regulated
Access Energy Coop,Access Energy Coop,2014,IA,,,,,,,,,,128,128,1.33,1.33,9254,Y,L,12.5,Y,SERC Reliability Corp,SERC,DistCoop,Regulated
Access Energy Coop,Access Energy Coop,2013,IA,0,0,0,0,0,0,0,0,,150,150,1.37,1.37,9158,N,L,12.5,Y,SERC Reliability Corp,SERC,DistCoop,Regulated
Adams Columbia Electric Coop,Adams Columbia Electric Coop,2018,WI,387.114,0.905,49.824,0.464,376.92,0.78,36944,12,Y,,,,,,,,,N,Midwest Reliability Organization,MRO,DistCoop,Regulated
Adams Columbia Electric Coop,Adams Columbia Electric Coop,2017,WI,346.06,142.982,340.53,1.198,0.777,1.101,36666,12,Y,,,,,,,,,N,Midwest Reliability Organization,MRO,DistCoop,Regulated
Adams Columbia Electric Coop,Adams Columbia Electric Coop,2016,WI,147.21,115,147.21,0.983,0.853,0.983,36477,12,,,,,,,,,,,Midwest Reliability Organization,MRO,DistCoop,Regulated
Adams Columbia Electric Coop,Adams Columbia Electric Coop,2015,WI,121.38,67.17,114.05,0.773,0.595,0.713,36249,12,Y,,,,,,,,,,Midwest Reliability Organization,MRO,DistCoop,Regulated
Adams Columbia Electric Coop,Adams Columbia Electric Coop,2014,WI,104.083,63.179,88.874,0.838,0.667,0.585,36152,12.5,Y,,,,,,,,,,Midwest Reliability Organization,MRO,DistCoop,Regulated
Adams Columbia Electric Coop,Adams Columbia Electric Coop,2013,WI,143,58,139,1.093,0.691,1.028,36014,12,Y,0,0,0,0,0,,,0,,Midwest Reliability Organization,MRO,DistCoop,Regulated
Adams Electric Coop (IL),Adams Electrical Coop,2018,IL,131.99,1.12,131.99,1.12,130.12,1.11,8665,12.5,Y,,,,,,,,,N,SERC Reliability Corp,SERC,DistCoop,Regulated
Adams Electric Coop (IL),Adams Electrical Coop,2017,IL,222.046,125.856,123.172,1.211,1.178,0.986,8916,12.5,Y,,,,,,,,,N,SERC Reliability Corp,SERC,DistCoop,Regulated
Adams Electric Coop (IL),Adams Electrical Coop,2016,IL,293.2,121.2,135.8,2.29,1.46,1.41,8842,12.5,,,,,,,,,,,SERC Reliability Corp,SERC,DistCoop,Regulated
Adams Electric Coop (IL),Adams Electrical Coop,2015,IL,575.5,167.1,374.7,2.834,1.645,1.351,8790,12.5,Y,,,,,,,,,,SERC Reliability Corp,SERC,DistCoop,Regulated
Adams Electric Coop (IL),Adams Electrical Coop,2014,IL,217.8,143.4,106.2,2.473,1.805,0.989,8751,34.5,Y,,,,,,,,,,SERC Reliability Corp,SERC,DistCoop,Regulated
Adams Electric Coop (IL),Adams Electrical Coop,2013,IL,223,158,191,1.81,1.35,1.39,8715,34.5,N,0,0,0,0,0,,,0,,SERC Reliability Corp,SERC,DistCoop,Regulated
Adrian Public Utilities Commission,Adrian Public Utilities Commission,2014,MN,,,,,,,,,N,,,,,,,,,N,Midwest Reliability Organization,MRO,Muni,Regulated
AEP Texas Central Co,American Electric Power Co Inc,2018,TX,196.3,1.806,166,1.679,179,1.612,844645,35,Y,,,,,,,,,N,Electric Reliability Council of Texas Inc,ERCOT,IOU,Regulated
AEP Texas Central Co,American Electric Power Co Inc,2017,TX,2050.9,168.5,1744.3,2.218,1.573,1.999,835464,35,Y,,,,,,,,,N,Electric Reliability Council of Texas Inc,ERCOT,IOU,Regulated
AEP Texas Central Co,American Electric Power Co Inc,2016,TX,282.4,157.9,240.5,1.911,1.589,1.664,829475,35,,,,,,,,,,,Electric Reliability Council of Texas Inc,ERCOT,IOU,Regulated
AEP Texas Central Co,American Electric Power Co Inc,2015,TX,260.9,176.9,246.9,2.023,1.681,1.774,823421,35,Y,,,,,,,,,,Electric Reliability Council of Texas Inc,ERCOT,IOU,Regulated
AEP Texas Central Co,American Electric Power Co Inc,2014,TX,182.3,136.7,157.8,1.887,1.449,1.416,813976,35,Y,,,,,,,,,,Electric Reliability Council of Texas Inc,ERCOT,IOU,Regulated
AEP Texas Central Co,American Electric Power Co Inc,2013,TX,185,152,177,1.74,1.55,1.585,803426,35,Y,0,0,0,0,0,,,0,,Electric Reliability Council of Texas Inc,ERCOT,IOU,Regulated
AEP Texas North Co,American Electric Power Co Inc,2018,TX,182,1.567,136,1.399,110.6,1.001,191798,35,Y,,,,,,,,,N,Electric Reliability Council of Texas Inc,ERCOT,IOU,Regulated
AEP Texas North Co,American Electric Power Co Inc,2017,TX,171.4,115.7,113.2,1.58,1.439,0.944,189943,35,Y,,,,,,,,,N,Electric Reliability Council of Texas Inc,ERCOT,IOU,Regulated
AEP Texas North Co,American Electric Power Co Inc,2016,TX,111,104.9,88.1,1.314,1.279,0.926,188725,35,,,,,,,,,,,Electric Reliability Council of Texas Inc,ERCOT,IOU,Regulated
AEP Texas North Co,American Electric Power Co Inc,2015,TX,235.4,107.2,161.7,1.491,1.128,0.972,188981,35,Y,,,,,,,,,,Electric Reliability Council of Texas Inc,ERCOT,IOU,Regulated
AEP Texas North Co,American Electric Power Co Inc,2014,TX,117.1,82.1,76.8,1.292,1.123,0.701,188988,35,Y,,,,,,,,,,Electric Reliability Council of Texas Inc,ERCOT,IOU,Regulated
AEP Texas North Co,American Electric Power Co Inc,2013,TX,227,88,133,1.514,1.133,0.963,187749,35,Y,0,0,0,0,0,,,0,,Electric Reliability Council of Texas Inc,ERCOT,IOU,Regulated
Agralite Electric Coop,Agralite Electric Coop,2018,MN,115.913,1.111,115.913,1.111,98.048,0.932,5274,12.4,Y,,,,,,,,,N,Midwest Reliability Organization,MRO,DistCoop,Regulated
Agralite Electric Coop,Agralite Electric Coop,2017,MN,195.187,96.553,191.824,1.4,0.956,1.138,5226,12.4,Y,,,,,,,,,N,Midwest Reliability Organization,MRO,DistCoop,Regulated
Agralite Electric Coop,Agralite Electric Coop,2016,MN,116.927,106.811,88.002,1.019,0.984,0.34,5222,12,,,,,,,,,,,Midwest Reliability Organization,MRO,DistCoop,Regulated
Agralite Electric Coop,Agralite Electric Coop,2015,MN,131.5,131.5,124.185,1.464,1.464,1.056,5196,12,N,,,,,,,,,,Midwest Reliability Organization,MRO,DistCoop,Regulated
Agralite Electric Coop,Agralite Electric Coop,2014,MN,63.3,63.3,61.142,0.7,0.7,0.61,5177,12,N,,,,,,,,,,Midwest Reliability Organization,MRO,DistCoop,Regulated
Agralite Electric Coop,Agralite Electric Coop,2013,MN,1142,141,1134,3,1,2,5122,12,N,0,0,0,0,0,,,0,,Midwest Reliability Organization,MRO,DistCoop,Regulated
Aiken Electric Coop Inc,Aiken Electric Coop Inc,2018,SC,239.96,,89.67,,239.63,,46690,25,Y,,,,,,,,,N,SERC Reliability Corp,SERC,DistCoop,Regulated
Aiken Electric Coop Inc,Aiken Electric Coop Inc,2017,SC,333.512,132.629,329.943,,,,46188,25,Y,,,,,,,,,N,SERC Reliability Corp,SERC,DistCoop,Regulated
Aiken Electric Coop Inc,Aiken Electric Coop Inc,2016,SC,264.05,102.95,258.61,,,,45905,25,,,,,,,,,,,SERC Reliability Corp,SERC,DistCoop,Regulated
Aiken Electric Coop Inc,Aiken Electric Coop Inc,2015,SC,,,,,,,,,,181.83,130.52,,,46325,N,L,25,N,SERC Reliability Corp,SERC,DistCoop,Regulated
Aiken Electric Coop Inc,Aiken Electric Coop Inc,2014,SC,,,,,,,,,,2679,77,,,46022,N,L,25,N,SERC Reliability Corp,SERC,DistCoop,Regulated
Aiken Electric Coop Inc,Aiken Electric Coop Inc,2013,SC,0,0,0,0,0,0,0,0,,140,140,0,0,45948,N,L,25,N,SERC Reliability Corp,SERC,DistCoop,Regulated
Alabama Power Co,Southern Co,2018,AL,,,,,,,,,N,278.6,1.43,113.2,1.045,1476907,N,F,35,Y,SERC Reliability Corp,SERC,IOU,Regulated
Alabama Power Co,Southern Co,2017,AL,,,,,,,,,N,345.5,112.6,2.005,0.993,1475085,N,F,35,Y,SERC Reliability Corp,SERC,IOU,Regulated
Alabama Power Co,Southern Co,2016,AL,,,,,,,,,,176.3,107.9,1.544,1.066,1468787,,,35,,SERC Reliability Corp,SERC,IOU,Regulated
Alabama Power Co,Southern Co,2015,AL,,,,,,,,,,203.1,116.8,1.651,1.164,1454676,N,F,35,Y,SERC Reliability Corp,SERC,IOU,Regulated
Alabama Power Co,Southern Co,2014,AL,,,,,,,,,,194.3,117.9,1.334,1.036,1450784,N,F,35,Y,SERC Reliability Corp,SERC,IOU,Regulated
Alabama Power Co,Southern Co,2013,AL,0,0,0,0,0,0,0,0,,238,115,1.33,1.14,1444270,N,F,35,Y,SERC Reliability Corp,SERC,IOU,Regulated
Alameda CA (City of),Alameda CA (City of),2018,CA,33.91,0.83,4.42,0.26,4.42,0.26,35329,12,Y,,,,,,,,,N,Western Electricity Coordinating Council,WECC,Muni,Regulated
Alameda CA (City of),Alameda CA (City of),2017,CA,51.02,51.02,51.02,0.42,0.42,0.42,34654,12,N,,,,,,,,,N,Western Electricity Coordinating Council,WECC,Muni,Regulated
Alameda CA (City of),Alameda CA (City of),2016,CA,15.75,15.75,15.75,0.31,0.31,0.31,33580,12,,,,,,,,,,,Western Electricity Coordinating Council,WECC,Muni,Regulated
Alameda CA (City of),Alameda CA (City of),2015,CA,16.4,16.4,16.4,0.114,0.114,0.114,34626,12,N,,,,,,,,,,Western Electricity Coordinating Council,WECC,Muni,Regulated
Alameda CA (City of),Alameda CA (City of),2014,CA,15.84,15.84,15.84,0.072,0.072,0.072,34626,12,N,,,,,,,,,,Western Electricity Coordinating Council,WECC,Muni,Regulated
Alameda CA (City of),Alameda CA (City of),2013,CA,7,7,7,0,0,0,34347,12,N,0,0,0,0,0,,,0,,Western Electricity Coordinating Council,WECC,Muni,Regulated
Alaska Electric Light & Power Co,Avista Corp,2018,AK,100,2.8,100,2.8,40,0.922,16768,12.5,N,,,,,,,,,N,Alaska Systems Coordinating Council,ASCC,IOU,Regulated
Alaska Electric Light & Power Co,Avista Corp,2017,AK,94,94,43,2.27,2.27,1.15,16768,12.5,N,,,,,,,,,N,Alaska Systems Coordinating Council,ASCC,IOU,Regulated
Alaska Electric Light & Power Co,Avista Corp,2016,AK,,,,,,,,,,106,,2.03,,16745,,,12.5,,Alaska Systems Coordinating Council,ASCC,IOU,Regulated
Alaska Electric Light & Power Co,Avista Corp,2015,AK,,,,,,,,,,138,,,,16539,N,O,12.5,N,Alaska Systems Coordinating Council,ASCC,IOU,Regulated
Alaska Electric Light & Power Co,Avista Corp,2014,AK,,,,,,,,,,173,,,,16162,N,O,12.5,N,Alaska Systems Coordinating Council,ASCC,IOU,Regulated
Alaska Electric Light & Power Co,Avista Corp,2013,AK,0,0,0,0,0,0,0,0,,249,105,0,0,15884,N,O,12.5,N,Alaska Systems Coordinating Council,ASCC,IOU,Regulated
Alaska Power Co,Alaska Power & Telephone Co,2018,AK,,,,,,,,,N,261.6,6.039,,,8016,N,L,12.5,N,Alaska Systems Coordinating Council,ASCC,Private,Nonregulated
Albemarle Electric Member Corp,Albemarle Electric Member Corp,2018,NC,,,,,,,,,N,60.4,0.568,60.4,0.568,12840,N,F,12.5,Y,SERC Reliability Corp,SERC,DistCoop,Regulated
Albemarle Electric Member Corp,Albemarle Electric Member Corp,2017,NC,,,,,,,,,N,216,120,1.4,1.1,12818,N,F,12.5,N,SERC Reliability Corp,SERC,DistCoop,Regulated
Albemarle Electric Member Corp,Albemarle Electric Member Corp,2016,NC,,,,,,,,,,551,195,1.85,1.4,12703,,,12.5,,SERC Reliability Corp,SERC,DistCoop,Regulated
Albemarle Electric Member Corp,Albemarle Electric Member Corp,2015,NC,,,,,,,,,,2.4,2.4,1,1,12644,N,F,12.5,N,SERC Reliability Corp,SERC,DistCoop,Regulated
Albemarle Electric Member Corp,Albemarle Electric Member Corp,2014,NC,,,,,,,,,,16,2,2.2,0.95,12645,N,F,12.5,Y,SERC Reliability Corp,SERC,DistCoop,Regulated
Albemarle Electric Member Corp,Albemarle Electric Member Corp,2013,NC,0,0,0,0,0,0,0,0,,2,2,1,1,12645,N,F,12.5,N,SERC Reliability Corp,SERC,DistCoop,Regulated
Albemarle NC (City of),Albemarle NC (City of),2018,NC,213.4,1.435,37.5,0.574,,,11821,14.4,N,,,,,,,,,N,SERC Reliability Corp,SERC,Muni,Regulated
Albemarle NC (City of),Albemarle NC (City of),2017,NC,100.57,40.43,,0.887,0.574,,11821,14.4,N,,,,,,,,,N,SERC Reliability Corp,SERC,Muni,Regulated
Albemarle NC (City of),Albemarle NC (City of),2016,NC,489.9,42.92,,1.56,0.57,,11821,14.4,,,,,,,,,,,SERC Reliability Corp,SERC,Muni,Regulated
Albemarle NC (City of),Albemarle NC (City of),2015,NC,,,,,,,,,,72.71,34.39,1.04,1.04,11821,N,L,14.4,N,SERC Reliability Corp,SERC,Muni,Regulated
Albemarle NC (City of),Albemarle NC (City of),2014,NC,,,,,,,,,,50,0,0.51,0,12500,N,L,14.4,N,SERC Reliability Corp,SERC,Muni,Regulated
Albemarle NC (City of),Albemarle NC (City of),2013,NC,0,0,0,0,0,0,0,0,,89,89,1,1,12500,N,L,14.4,N,SERC Reliability Corp,SERC,Muni,Regulated
Albertville AL (City of),Albertville AL (City of),2018,AL,29.682,0.483,,,29.682,0.483,10054,12.5,N,,,,,,,,,N,SERC Reliability Corp,SERC,Muni,Regulated
Albertville AL (City of),Albertville AL (City of),2017,AL,32.77,7.452,32.77,0.648,0.072,0.648,10054,12.5,N,,,,,,,,,N,SERC Reliability Corp,SERC,Muni,Regulated
Albertville AL (City of),Albertville AL (City of),2016,AL,30.957,30.683,30.63,0.553,0.551,0.552,10054,12.5,,,,,,,,,,,SERC Reliability Corp,SERC,Muni,Regulated
Albertville AL (City of),Albertville AL (City of),2014,AL,,,,,,,,,,,,,,,,,,,SERC Reliability Corp,SERC,Muni,Regulated
Alcoa Utilities TN (City of),Alcoa Utilities TN (City of),2014,TN,,,,,,,,,,,,,,,,,,,SERC Reliability Corp,SERC,Muni,Regulated
Alcorn County Electric Power Association,Alcorn County Electric Power Association,2018,MS,87.54,1.336,,,,,18788,13.1,N,,,,,,,,,N,SERC Reliability Corp,SERC,DistCoop,Regulated
Alcorn County Electric Power Association,Alcorn County Electric Power Association,2017,MS,84.414,,,0.945,,,18798,13.1,N,,,,,,,,,N,SERC Reliability Corp,SERC,DistCoop,Regulated
Alcorn County Electric Power Association,Alcorn County Electric Power Association,2016,MS,39.36,,,0.572,,,18137,13.1,,,,,,,,,,,SERC Reliability Corp,SERC,DistCoop,Regulated
Alcorn County Electric Power Association,Alcorn County Electric Power Association,2015,MS,,,,,,,,,,3.346,,1.616,,18589,Y,L,13,N,SERC Reliability Corp,SERC,DistCoop,Regulated
Alcorn County Electric Power Association,Alcorn County Electric Power Association,2014,MS,,,,,,,,,,0.615,,0.65,,18879,N,,13.1,N,SERC Reliability Corp,SERC,DistCoop,Regulated
Alcorn County Electric Power Association,Alcorn County Electric Power Association,2013,MS,41.34,0,0,0.666,0,0,19077,13.1,N,0,0,0,0,0,,,0,,SERC Reliability Corp,SERC,DistCoop,Regulated
Alexandria MN (City of),Alexandria MN (City of),2018,MN,5.55,0.079,,,,,9928,13.2,N,,,,,,,,,N,Midwest Reliability Organization,MRO,Muni,Regulated
Alexandria MN (City of),Alexandria MN (City of),2017,MN,,,,,,,,,N,10.308,,0.188,,9870,N,L,13.2,N,Midwest Reliability Organization,MRO,Muni,Regulated
Alexandria MN (City of),Alexandria MN (City of),2016,MN,,,,,,,,,,36.886,,0.373,,9751,,,13.2,,Midwest Reliability Organization,MRO,Muni,Regulated
Alexandria MN (City of),Alexandria MN (City of),2015,MN,,,,,,,,,,17.034,,0.2,,9468,N,L,13.2,N,Midwest Reliability Organization,MRO,Muni,Regulated
Alexandria MN (City of),Alexandria MN (City of),2014,MN,,,,,,,,,,29,,0.431,,9529,N,L,13.2,N,Midwest Reliability Organization,MRO,Muni,Regulated
Alexandria MN (City of),Alexandria MN (City of),2013,MN,0,0,0,0,0,0,0,0,,32,0,0.296,0,9529,N,L,13.2,N,Midwest Reliability Organization,MRO,Muni,Regulated
Alfalfa Electric Coop Inc,Alfalfa Electric Coop Inc,2018,KS,,,,,,,,,N,48,0.462,16.101,0.338,953,N,O,14.4,Y,Southwest Power Pool Inc,SPP,DistCoop,Regulated
Alfalfa Electric Coop Inc,Alfalfa Electric Coop Inc,2018,OK,,,,,,,,,N,137.966,1.076,43.783,0.497,8610,N,O,14.4,Y,Southwest Power Pool Inc,SPP,DistCoop,Regulated
Alfalfa Electric Coop Inc,Alfalfa Electric Coop Inc,2017,KS,,,,,,,,,N,187.357,50.67,1.273,1.082,953,N,O,14.4,Y,Southwest Power Pool Inc,SPP,DistCoop,Regulated
Alfalfa Electric Coop Inc,Alfalfa Electric Coop Inc,2017,OK,,,,,,,,,N,204.038,50.67,1.778,1.248,7667,N,O,14.4,Y,Southwest Power Pool Inc,SPP,DistCoop,Regulated
Alfalfa Electric Coop Inc,Alfalfa Electric Coop Inc,2016,KS,,,,,,,,,,195.596,102.214,0.696,0.463,973,,,14.4,,Southwest Power Pool Inc,SPP,DistCoop,Regulated
Alfalfa Electric Coop Inc,Alfalfa Electric Coop Inc,2016,OK,,,,,,,,,,261.818,127.7,1.77,1.556,7676,,,14.4,,Southwest Power Pool Inc,SPP,DistCoop,Regulated
Alfalfa Electric Coop Inc,Alfalfa Electric Coop Inc,2015,KS,,,,,,,,,,485.975,27.96,0.599,0.216,978,N,O,14.4,Y,Southwest Power Pool Inc,SPP,DistCoop,Regulated
Alfalfa Electric Coop Inc,Alfalfa Electric Coop Inc,2015,OK,,,,,,,,,,485.975,27.96,0.599,0.216,7690,N,O,14.4,Y,Southwest Power Pool Inc,SPP,DistCoop,Regulated
Alfalfa Electric Coop Inc,Alfalfa Electric Coop Inc,2014,KS,,,,,,,,,,45,45,0.231,0.231,957,N,O,14.4,Y,Southwest Power Pool Inc,SPP,DistCoop,Regulated
Alfalfa Electric Coop Inc,Alfalfa Electric Coop Inc,2014,OK,,,,,,,,,,45,45,0.231,0.231,7615,N,O,14.4,Y,Southwest Power Pool Inc,SPP,DistCoop,Regulated
Alfalfa Electric Coop Inc,Alfalfa Electric Coop Inc,2013,OK,0,0,0,0,0,0,0,0,,312,51,0.279,0.218,7570,N,O,14.4,Y,Southwest Power Pool Inc,SPP,DistCoop,Regulated
Alger Delta Coop Electric Association,Alger Delta Coop Electric Association,2018,MI,74.245,0.333,74.244,0.333,72.91,0.324,10047,34.5,Y,,,,,,,,,N,Midwest Reliability Organization,MRO,DistCoop,Regulated
Alger Delta Coop Electric Association,Alger Delta Coop Electric Association,2017,MI,334.6,72.657,239.08,0.987,0.987,0.987,10038,34.5,Y,,,,,,,,,N,Midwest Reliability Organization,MRO,DistCoop,Regulated
Alger Delta Coop Electric Association,Alger Delta Coop Electric Association,2016,MI,81.6,75.2,80.1,0.4,0.4,0.4,9966,34.5,,,,,,,,,,,Midwest Reliability Organization,MRO,DistCoop,Regulated
Alger Delta Coop Electric Association,Alger Delta Coop Electric Association,2015,MI,108.4,107.4,49,1.09,1.08,0.5,9949,34.5,N,,,,,,,,,,Midwest Reliability Organization,MRO,DistCoop,Regulated
Alger Delta Coop Electric Association,Alger Delta Coop Electric Association,2014,MI,750.6,476.2,483.8,1.67,1.44,1.11,9954,34.5,Y,,,,,,,,,,Midwest Reliability Organization,MRO,DistCoop,Regulated
Alger Delta Coop Electric Association,Alger Delta Coop Electric Association,2013,MI,52.85,51.74,46.95,0.277,0,0,9968,34.5,Y,0,0,0,0,0,,,0,,Midwest Reliability Organization,MRO,DistCoop,Regulated
Algona Municipal Utilities,Algona Municipal Utilities,2017,IA,14.67,,,0.21,,,3730,13.8,N,,,,,,,,,N,Midwest Reliability Organization,MRO,Muni,Regulated
Allamakee Clayton Electric Coop Inc,Allamakee Clayton Electric Coop Inc,2018,IA,90.6,0.733,90.6,0.733,,,8836,12.5,Y,,,,,,,,,N,Midwest Reliability Organization,MRO,DistCoop,Regulated
Allamakee Clayton Electric Coop Inc,Allamakee Clayton Electric Coop Inc,2017,IA,317.4,211.8,215.59,1.48,1.368,0.685,8777,12.5,Y,,,,,,,,,N,Midwest Reliability Organization,MRO,DistCoop,Regulated
Allamakee Clayton Electric Coop Inc,Allamakee Clayton Electric Coop Inc,2016,IA,123,123,123,0.891,0.891,0.891,8816,12.5,,,,,,,,,,,Midwest Reliability Organization,MRO,DistCoop,Regulated
Allamakee Clayton Electric Coop Inc,Allamakee Clayton Electric Coop Inc,2015,IA,123.648,40.165,123.648,0.884,0.343,0.884,8848,12.5,Y,,,,,,,,,,Midwest Reliability Organization,MRO,DistCoop,Regulated
Allamakee Clayton Electric Coop Inc,Allamakee Clayton Electric Coop Inc,2014,IA,97.11,97.11,97.11,0.678,0.678,0.678,9014,12.5,Y,,,,,,,,,,Midwest Reliability Organization,MRO,DistCoop,Regulated
Allamakee Clayton Electric Coop Inc,Allamakee Clayton Electric Coop Inc,2013,IA,97,97,69,0.078,0.078,0.049,8999,12.5,Y,0,0,0,0,0,,,0,,Midwest Reliability Organization,MRO,DistCoop,Regulated
ALLETE Inc,ALLETE Inc,2018,MN,158.51,1.49,134,1.39,157.8,1.48,142313,69,N,,,,,,,,,N,Midwest Reliability Organization,MRO,IOU,Regulated
ALLETE Inc,ALLETE Inc,2017,MN,155.1,108.06,152.36,1.24,1.04,1.23,142064,69,N,,,,,,,,,N,Midwest Reliability Organization,MRO,IOU,Regulated
ALLETE Inc,ALLETE Inc,2016,MN,1435.16,122.69,1433.15,2.38,1.29,2.36,132599,69,,,,,,,,,,,Midwest Reliability Organization,MRO,IOU,Regulated
ALLETE Inc,ALLETE Inc,2015,MN,294.46,101.82,293.34,1.33,1.17,1.32,134193,69,N,,,,,,,,,,Midwest Reliability Organization,MRO,IOU,Regulated
ALLETE Inc,ALLETE Inc,2014,MN,129.74,88.35,127.81,1.15,0.96,1.14,134255,69,N,,,,,,,,,,Midwest Reliability Organization,MRO,IOU,Regulated
ALLETE Inc,ALLETE Inc,2013,MN,153,120,149,1.24,1.14,1.21,133534,69,N,0,0,0,0,0,,,0,,Midwest Reliability Organization,MRO,IOU,Regulated
Alpena Power Co,Alpena Power Co,2018,MI,,,,,,,,,N,206.2,1.9,91.9,1,16436,N,L,13.2,N,ReliabilityFirst,RFC,Muni,Regulated
Alpena Power Co,Alpena Power Co,2017,MI,,,,,,,,,N,131,65.8,1.2,0.8,16437,N,L,13.2,N,ReliabilityFirst,RFC,Muni,Regulated
Alpena Power Co,Alpena Power Co,2016,MI,,,,,,,,,,91,91,1.2,1.2,16414,,,13.2,,ReliabilityFirst,RFC,Muni,Regulated
Alpena Power Co,Alpena Power Co,2015,MI,,,,,,,,,,229.3,96.7,1.5,1.1,16392,N,L,13.2,N,ReliabilityFirst,RFC,Muni,Regulated
Alpena Power Co,Alpena Power Co,2014,MI,,,,,,,,,,146,64,1,0.6,16360,N,L,13.2,N,ReliabilityFirst,RFC,Muni,Regulated
Altamaha Electric Member Corp,Altamaha Electric Member Corp,2018,GA,991.8,2.42,43.34,0.708,986.7,2.32,20736,24.9,N,,,,,,,,,N,SERC Reliability Corp,SERC,DistCoop,Regulated
Altamaha Electric Member Corp,Altamaha Electric Member Corp,2017,GA,100.2,31.5,100.2,1.98,0.64,1.91,20605,25,N,,,,,,,,,N,SERC Reliability Corp,SERC,DistCoop,Regulated
Altamaha Electric Member Corp,Altamaha Electric Member Corp,2016,GA,167.9,31.5,167.9,1.53,0.59,1.53,20413,25,,,,,,,,,,,SERC Reliability Corp,SERC,DistCoop,Regulated
Altamaha Electric Member Corp,Altamaha Electric Member Corp,2015,GA,89.8,31.3,89.8,1.25,0.51,0.74,20246,25,Y,,,,,,,,,,SERC Reliability Corp,SERC,DistCoop,Regulated
Altamaha Electric Member Corp,Altamaha Electric Member Corp,2014,GA,,,,,,,,,,220.2,50.5,1.84,0.9,20122,N,L,25,N,SERC Reliability Corp,SERC,DistCoop,Regulated
Altamaha Electric Member Corp,Altamaha Electric Member Corp,2013,GA,91,35,56,0,0,0,24983,25,N,0,0,0,0,0,,,0,,SERC Reliability Corp,SERC,DistCoop,Regulated
Altus OK (City of),Altus OK (City of),2013,OK,85,58,58,49.702,7.05,7.05,9385,13.2,N,0,0,0,0,0,,,0,,Southwest Power Pool Inc,SPP,Muni,Regulated
