Company Name,Ownership Type,Holding Company Name,State,City,Website,Planning Area Name,Balancing Authority Area Name,Membership Name,Overlap,Area (sq mi),Location Code,Source,Population 2000,Number Of Households,Median Household Income,Household Aggregate Income,Per Capita Income,Layer_ID,Rec_ID,Bundled Residential Customers,Bundled Industrial Customers,Bundled Commercial Customers,Bundled Total Customers,Total Customers Ranges,Color_Code,Distribution Line Miles,Population 2010
PUD No 1 of Douglas County,PSubdiv,PUD No 1 of Douglas County,WA,East Wenatchee,www.douglaspud.org,PUD No 1 of Douglas County,PUD No 1 of Douglas County,Not Applicable,F,1843.2414,3,Company Maps; ABB Research,32602.70532,15997.06668,-99.9,-99.9,-99.9,81,229,14927,75,753,15755,"3,000 to 100,000",2,-99.9,38412.0118
PUD No 1 of Ferry County,PSubdiv,PUD No 1 of Ferry County,WA,Republic,www.fcpud.com,Bonneville Power Administration,Bonneville Power Administration,Not Applicable,F,1817.236109,3,Company Maps; ABB Research,6049.064365,4044.005611,-99.9,-99.9,-99.9,81,228,2979,22,506,3507,"3,000 to 100,000",4,-99.9,6865.223059
PUD No 1 of Franklin County,PSubdiv,PUD No 1 of Franklin County,WA,Pasco,www.franklinpud.com,Bonneville Power Administration,Bonneville Power Administration,Not Applicable,F,476.70857,3,ABB Research,41746.13064,21330.23475,-99.9,-99.9,-99.9,81,2344,24954,326,1900,27180,"3,000 to 100,000",2,-99.9,67848.49178
PUD No 1 of Grays Harbor County,PSubdiv,PUD No 1 of Grays Harbor County,WA,Aberdeen,www.ghpud.org,Bonneville Power Administration,Bonneville Power Administration,Not Applicable,F,1986.911877,3,Company Maps; ABB Research,67143.16354,35200.70757,-99.9,-99.9,-99.9,81,856,37336,18,5599,42953,"3,000 to 100,000",2,-99.9,72815.02367
PUD No 1 of Kittitas County,PSubdiv,PUD No 1 of Kittitas County,WA,Ellensburg,,Bonneville Power Administration,Bonneville Power Administration,Not Applicable,T,1628.139496,3,Company Maps; ABB Research,26707.43768,15615.90598,-99.9,-99.9,-99.9,81,1341,3751,416,319,4486,"3,000 to 100,000",4,-99.9,33246.10143
PUD No 1 of Klickitat County,PSubdiv,PUD No 1 of Klickitat County,WA,Goldendale,www.klickpud.com,Bonneville Power Administration,Bonneville Power Administration,Not Applicable,F,1899.71585,3,Company Maps; ABB Research,19160.91037,9786.320976,-99.9,-99.9,-99.9,81,247,10522,251,1937,12710,"3,000 to 100,000",5,-99.9,20319.52884
PUD No 1 of Lewis County,PSubdiv,PUD No 1 of Lewis County,WA,Chehalis,www.lcpud.org/,Bonneville Power Administration,Bonneville Power Administration,Not Applicable,F,2426.197122,3,Company Maps; ABB Research,37231.78,32252.77,-99.9,-99.9,-99.9,81,241,26814,187,5384,32385,"3,000 to 100,000",5,-99.9,71274.25
PUD No 1 of Mason County,PSubdiv,PUD No 1 of Mason County,WA,Shelton,www.masonpud1.org/,Bonneville Power Administration,Bonneville Power Administration,Not Applicable,F,47.95078299,3,Company Maps; ABB Research,2822.71,1388.16,-99.9,-99.9,-99.9,81,236,4822,0,471,5293,"3,000 to 100,000",5,-99.9,2375.94
PUD No 1 of Okanogan County,PSubdiv,PUD No 1 of Okanogan County,WA,Okanogan,www.okanoganpud.org,PUD No 1 of Douglas County,PUD No 1 of Douglas County,Not Applicable,F,3975.912747,3,Company Maps; ABB Research,33269.06854,18844.05232,-99.9,-99.9,-99.9,81,232,17236,3,3875,21114,"3,000 to 100,000",3,-99.9,34751.45666
PUD No 1 of Pend Oreille County,PSubdiv,PUD No 1 of Pend Oreille County,WA,Newport,www.popud.com,Avista Corp,Avista Corp,Not Applicable,F,1483.689285,3,Company Maps; ABB Research,13821.26868,9318.869872,-99.9,-99.9,-99.9,81,227,8382,8,920,9310,"3,000 to 100,000",4,-99.9,15532.89876
PUD No 1 of Skamania County,PSubdiv,PUD No 1 of Skamania County,WA,Carson,www.skamaniapud.com,Bonneville Power Administration,Bonneville Power Administration,Not Applicable,F,1647.143917,3,Company Maps; ABB Research,9006.684744,5242.295152,-99.9,-99.9,-99.9,81,1583,5487,4,610,6101,"3,000 to 100,000",6,-99.9,10276.65077
PUD No 1 of Snohomish County,PSubdiv,PUD No 1 of Snohomish County,WA,Everett,www.snopud.com,Bonneville Power Administration,Bonneville Power Administration,Not Applicable,F,2146.94049,3,Company Maps; ABB Research,619462.0623,295168.5669,-99.9,-99.9,-99.9,81,234,318471,80,31916,350467,"100,000 to 950,000",4,-99.9,729054.7149
PUD No 1 of Wahkiakum County,PSubdiv,PUD No 1 of Wahkiakum County,WA,Cathlamet,,Bonneville Power Administration,Bonneville Power Administration,Not Applicable,F,275.6736081,3,Company Maps; ABB Research,3817.755807,2060.333478,-99.9,-99.9,-99.9,81,369,2051,0,488,2539,"0 to 3,000",4,-99.9,3965.463593
PUD No 2 of Grant County,PSubdiv,PUD No 2 of Grant County,WA,Ephrata,www.gcpud.org,PUD No 2 of Grant County,PUD No 2 of Grant County,Not Applicable,F,2754.377634,3,Company Maps; ABB Research,74510.34858,34965.28106,-99.9,-99.9,-99.9,81,230,38368,5183,7137,50688,"3,000 to 100,000",6,-99.9,88930.76659
PUD No 2 of Pacific County,PSubdiv,PUD No 2 of Pacific County,WA,Raymond,www.pacificpud.org/,Bonneville Power Administration,Bonneville Power Administration,Not Applicable,F,960.1181094,3,Company Maps; ABB Research,20983.66995,15548.38849,-99.9,-99.9,-99.9,81,240,15448,1,2047,17496,"3,000 to 100,000",1,-99.9,20923.37467
PUD No 3 of Mason County,PSubdiv,PUD No 3 of Mason County,WA,Shelton,www.masonpud3.org,Bonneville Power Administration,Bonneville Power Administration,Not Applicable,F,1000.122196,3,Company Maps; ABB Research,45351.6,31125.28,-99.9,-99.9,-99.9,81,237,31477,1,2363,33841,"3,000 to 100,000",3,-99.9,58317.18
Puerto Rico Electric Power Authority,Federal,Puerto Rico Electric Power Authority,PR,San Juan,www.prepa.com/,Puerto Rico Electric Power Authority,Not Applicable,Not Applicable,F,3463.051279,3,ABB Research,98434,1636944.493,-99.9,-99.9,-99.9,81,2974,1346102,602,126526,1473230,"950,000 and Above",1,-99.9,3725786.576
Puget Sound Energy Inc,IOU,Puget Energy Inc,WA,Bellevue,www.pse.com,Puget Sound Energy Inc,Puget Sound Energy Inc,Not Applicable,F,9289.097738,3,Company Maps; ABB Research,2315190.04,1029082.84,-99.9,-99.9,-99.9,81,2298,1010574,3362,135828,1149765,"950,000 and Above",1,-99.9,2451840.28
Pulaski TN (City of),Muni,Pulaski TN (City of),TN,Pulaski,www.pulaskielectric.org,Tennessee Valley Authority,Tennessee Valley Authority,Tennessee Valley Authority,F,467.5855669,4,Previously Mapped Features; ABB Research,23983.43028,11247.47565,-99.9,-99.9,-99.9,81,1456,11957,11,2515,14483,"3,000 to 100,000",5,-99.9,23960.8204
Purcell Public Works Authority,Muni,Purcell Public Works Authority,OK,Purcell,,Oklahoma Municipal Power Authority,Southwest Power Pool (Balancing Authority),Not Applicable,F,1.85443284,4,Previously Mapped Features; ABB Research,5198,279.4971184,-99.9,-99.9,-99.9,81,997,2290,0,624,2914,"0 to 3,000",1,-99.9,668.9648493
Quakertown PA (Borough of),Muni,Quakertown PA (Borough of),PA,Quakertown,,PJM Interconnection,PJM Interconnection,American Municipal Power Inc,F,1.611248247,4,Previously Mapped Features; ABB Research,4666.280038,2093.128947,-99.9,-99.9,-99.9,81,2795,4610,137,601,5348,"3,000 to 100,000",4,-99.9,4865.105187
Quincy Utility Dept,Muni,Quincy (City of),FL,Quincy,,Florida Municipal Power Agency,Florida Municipal Power Pool,Florida Municipal Power Agency,F,3.536960057,4,Previously Mapped Features; ABB Research,7646,278.7659255,-99.9,-99.9,-99.9,81,998,0,0,0,0,0 to 700,1,-99.9,701.8818854
Quitman GA (City of),Muni,Quitman GA (City of),GA,Quitman,,Southern Co Services,Southern Co Services Inc,Municipal Electric Authority of Georgia,F,3.974126397,4,Previously Mapped Features; ABB Research,5034,124.1136496,-99.9,-99.9,-99.9,81,1527,1868,0,452,2320,"0 to 3,000",4,-99.9,257.2952578
Radford VA (City of),Muni,Radford VA (City of),VA,Radford,www.radford.va.us/,PJM Interconnection,PJM Interconnection,Not Applicable,F,3.411859104,4,Previously Mapped Features; ABB Research,1882.804271,1645.419806,-99.9,-99.9,-99.9,81,999,6563,33,860,7456,"3,000 to 100,000",1,-99.9,3709.215871
Radiant Electric Coop Inc,DistCoop,Radiant Electric Coop Inc,KS,Fredonia,,Southwest Power Pool,Southwest Power Pool (Balancing Authority),Kansas Electric Power Coop Inc,F,902.8735369,3,Company Maps; ABB Research,10388.38759,5936.961113,-99.9,-99.9,-99.9,81,910,2969,0,2395,5364,"3,000 to 100,000",2,-99.9,12221.96271
Radium KS (City of),Muni,Radium KS (City of),KS,Radium,,Wabash Valley Power Association,Midcontinent ISO (Balancing Authority),Not Applicable,F,0.033295511,4,Previously Mapped Features; ABB Research,44,0.119789375,-99.9,-99.9,-99.9,81,1922,24,0,0,24,0 to 700,1,-99.9,0.247435464
Raft River Rural Electric Coop Inc,DistCoop,Raft River Rural Electric Coop Inc,ID,Malta,,Bonneville Power Administration,Bonneville Power Administration,Pacific Northwest Generating Coop,T,2499.54519,3,Company Maps; ABB Research,1454.555722,1053.717446,-99.9,-99.9,-99.9,81,1663,3129,1279,684,5092,"3,000 to 100,000",5,-99.9,2652.015621
Ralls County Electric Coop,DistCoop,Ralls County Electric Coop,MO,New London,www.rallscountyelectric.com,Associated Electric Coop Inc,Associated Electric Coop Inc,Northeast Missouri Electric Power Coop,F,877.8228796,3,Company Maps; ABB Research,17350.29096,8832.777474,-99.9,-99.9,-99.9,81,1553,5464,1,754,6219,"3,000 to 100,000",1,-99.9,17947.84684
Rancho Cucamonga CA (City of),Muni,Rancho Cucamonga CA (City of),CA,Rancho Cucamonga,www.ci.rancho-cucamonga.ca.us/,California ISO,California Independent System Operator (Balancing Authority),Not Applicable,F,0.995264106,2,ABB Research,0,54497.73,-99.9,-99.9,-99.9,81,3115,0,0,985,985,"0 to 3,000",1,-99.9,157944.07
Randall MN (City of),Muni,Randall MN (City of),MN,Randall,,Midcontinent ISO,Midcontinent ISO (Balancing Authority),Not Applicable,F,2.081770249,4,Previously Mapped Features; ABB Research,567,14.92883042,-99.9,-99.9,-99.9,81,1923,282,1,64,347,0 to 700,1,-99.9,35.7219305
Randolph Electric Member Corp,DistCoop,Randolph Electric Member Corp,NC,Asheboro,www.randolphemc.com,Progress Energy Carolina,Duke Energy Progress East,North Carolina Electric Membership Corp,F,1175.606896,3,Company Maps; ABB Research,100045.7929,50392.5362,-99.9,-99.9,-99.9,81,2456,29582,6,2406,31994,"3,000 to 100,000",5,-99.9,110037.7596
Randolph NE (City of),Muni,Randolph NE (City of),NE,Randolph,,Nebraska Public Power District,Southwest Power Pool (Balancing Authority),Not Applicable,F,0.727424246,4,Previously Mapped Features; ABB Research,909,3.844167628,-99.9,-99.9,-99.9,81,1001,444,3,128,575,0 to 700,1,-99.9,7.953677356
Rantoul Light & Power Dept,Muni,Rantoul Light & Power Dept,IL,Rantoul,,Midcontinent ISO,Midcontinent ISO (Balancing Authority),Illinois Public Energy Agency,F,4.573011416,4,Previously Mapped Features; ABB Research,4573.811439,1920.70907,-99.9,-99.9,-99.9,81,1002,5626,71,455,6152,"3,000 to 100,000",1,-99.9,4492.08537
Rappahannock Electric Coop,DistCoop,Rappahannock Electric Coop,VA,Fredericksburg,www.rappelec.com,Old Dominion Electric Coop Inc,PJM Interconnection,Old Dominion Electric Coop,F,3996.017758,3,Company Maps; ABB Research,283886.7971,140741.8704,-99.9,-99.9,-99.9,81,542,151340,542,11808,163690,"100,000 to 950,000",1,-99.9,338613.4517
Raton Public Service Co,Muni,Raton Public Service Co,NM,Raton,,Tri State G & T Association Inc,WAPA Rocky Mountain Region,Not Applicable,F,7.303364063,3,Previously Mapped Features; ABB Research,7466,21.66227814,-99.9,-99.9,-99.9,81,1003,3402,29,534,3965,"3,000 to 100,000",1,-99.9,42.11978409
Ravalli County Electric Coop Inc,DistCoop,Ravalli County Electric Coop Inc,MT,Corvallis,www.ravallielectric.com/,NorthWestern Energy,Northwestern Energy,Western Montana Electric G&T Coop,F,2481.191993,3,Company Maps; ABB Research,38552.45981,20026.50581,-99.9,-99.9,-99.9,81,219,9492,595,465,10552,"3,000 to 100,000",4,-99.9,41411.52451
Rayle Electric Membership Corp,DistCoop,Rayle Electric Membership Corp,GA,Washington,www.rayleemc.com,Oglethorpe Power Corp,Southern Co Services Inc,Oglethorpe Power Corp,F,1246.550415,3,Company Maps; ABB Research,32033.68339,16798.71576,-99.9,-99.9,-99.9,81,2483,15579,5,2854,18438,"3,000 to 100,000",4,-99.9,33871.97248
Rayne LA (City of),Muni,Rayne LA (City of),LA,Rayne,www.rayne.org,Louisiana Energy & Power Authority,Midcontinent ISO (Balancing Authority),Not Applicable,F,1.844611483,4,Previously Mapped Features; ABB Research,8459,370.6001276,-99.9,-99.9,-99.9,81,1004,3558,7,446,4011,"3,000 to 100,000",1,-99.9,868.6069616
Rea Energy Coop Inc,DistCoop,Rea Energy Coop Inc,PA,Indiana,www.reaenergy.com,PJM Interconnection,PJM Interconnection,Allegheny Electric Coop Inc,F,1689.95122,3,Company Maps; ABB Research,220426.8726,94877.96598,-99.9,-99.9,-99.9,81,2858,20760,15,1900,22675,"3,000 to 100,000",5,-99.9,217777.1149
Reading MA (Town of),Muni,Reading MA (Town of),MA,Reading,www.ci.reading.ma.us,New England ISO,New England ISO (Balancing Authority),Not Applicable,F,51.00482001,3,Company Maps; ABB Research,70189.79879,27411.0286,-99.9,-99.9,-99.9,81,2208,26543,0,3365,29908,"3,000 to 100,000",5,-99.9,73553.9889
Readlyn IA (City of),Muni,Readlyn IA (City of),IA,Readlyn,,Midcontinent ISO,Midcontinent ISO (Balancing Authority),Not Applicable,F,0.62781808,3,Company Maps; ABB Research,806,5.835364954,-99.9,-99.9,-99.9,81,46,343,0,33,376,0 to 700,1,-99.9,14.17267072
Readsboro VT (Town of),Muni,Readsboro VT (Town of),VT,Readsboro,,New England ISO,New England ISO (Balancing Authority),Not Applicable,F,6.013255843,3,Company Maps; ABB Research,-99,48.48808063,-99.9,-99.9,-99.9,81,186,-99,-99,-99,-99,Not Reported,6,-99.9,79.05753413
Red Bud IL (City of),Muni,Red Bud IL (City of),IL,Red Bud,,Midcontinent ISO,Midcontinent ISO (Balancing Authority),Not Applicable,F,1.045661527,4,Previously Mapped Features; ABB Research,3331,63.02131004,-99.9,-99.9,-99.9,81,1005,1934,13,376,2323,"0 to 3,000",1,-99.9,143.6034063
Red Cloud Municipal Light & Power,Muni,Red Cloud Municipal Light & Power,NE,Red Cloud,,WAPA Rocky Mountain Region,WAPA Rocky Mountain Region,Municipal Energy Agency of Nebraska,F,0.605738665,4,Previously Mapped Features; ABB Research,1098,2.533700734,-99.9,-99.9,-99.9,81,1006,574,0,122,696,0 to 700,1,-99.9,4.397490037
Red Deer Ab (City of),Muni,Red Deer Ab (City of),AB,Red Deer,www.reddeer.ca/default.htm,Not Applicable,Not Applicable,Not Applicable,F,23.68920611,3,Company Maps; ABB Research,0,-99,-99.9,-99.9,-99.9,81,3096,-99,-99,-99,-99,Not Reported,6,-99.9,-99
Red Lake Electric Coop Inc,DistCoop,Red Lake Electric Coop Inc,MN,Red Lake Falls,,Minnkota Power Coop,Midcontinent ISO (Balancing Authority),Minnkota Power Coop,F,1919.626151,3,Company Maps; ABB Research,28638.44768,13483.87258,-99.9,-99.9,-99.9,81,1706,5178,0,386,5564,"3,000 to 100,000",3,-99.9,29261.69522
Red River Valley Coop Power Association,DistCoop,Red River Valley Coop Power Association,MN,Halstad,www.rrvcoop.com,Minnkota Power Coop,Midcontinent ISO (Balancing Authority),Minnkota Power Coop,F,1795.279639,3,Company Maps; ABB Research,14845.07623,36688.2416,-99.9,-99.9,-99.9,81,2975,3988,0,640,4628,"3,000 to 100,000",1,-99.9,84230.51596
Red River Valley Rural Electric Association,DistCoop,Red River Valley Rural Electric Association,OK,Marietta,www.rrvrea.com/,Southwest Power Pool,Southwest Power Pool (Balancing Authority),Western Farmers Electric Coop,F,1984.931222,4,Previously Mapped Features; ABB Research,42012.5412,25332.54762,-99.9,-99.9,-99.9,81,1491,14436,7,1645,16088,"3,000 to 100,000",2,-99.9,48583.69891
Red Springs NC (Town of),Muni,Red Springs NC (Town of),NC,Red Springs,http://www.redsprings.org/,Progress Energy Carolina,Duke Energy Progress East,Not Applicable,F,1.170693592,4,Previously Mapped Features; ABB Research,3627,134.7149178,-99.9,-99.9,-99.9,81,1007,1422,1,250,1673,"0 to 3,000",4,-99.9,334.4256013
Redding Electric Utility,Muni,Redding Electric Utility,CA,Redding,www.reupower.com,Bonneville Power Administration,Bonneville Power Administration,Not Applicable,F,60.16723308,4,Previously Mapped Features; ABB Research,2400,1831.91,-99.9,-99.9,-99.9,81,1008,37786,328,5853,43967,"3,000 to 100,000",1,-99.9,3427.1
Redwood Electric Coop,DistCoop,Redwood Electric Coop,MN,Clements,www.greatriverenergy.com/member/mc_redwood.html,Midcontinent ISO,Midcontinent ISO (Balancing Authority),Great River Energy,F,653.7733411,3,Company Maps; ABB Research,8961.581413,3832.691502,-99.9,-99.9,-99.9,81,1009,3684,18,743,4445,"3,000 to 100,000",3,-99.9,8451.273783
Redwood Falls Public Utility Commission,Muni,Redwood Falls Public Utility Commission,MN,Redwood Falls,www.ci.redwood-falls.mn.us/services__public_utilities.htm,Midcontinent ISO,Midcontinent ISO (Balancing Authority),Not Applicable,F,1.16445478,4,Previously Mapped Features; ABB Research,4866,234.9054884,-99.9,-99.9,-99.9,81,1010,2316,51,544,2911,"0 to 3,000",1,-99.9,497.8592563
Reedsburg Utility Commission,Muni,Reedsburg Utility Commission,WI,Reedsburg,,WPPI Energy,Midcontinent ISO (Balancing Authority),Not Applicable,F,15.42457761,4,Previously Mapped Features; ABB Research,6360.796514,3206.413619,-99.9,-99.9,-99.9,81,2431,4361,8,717,5086,"3,000 to 100,000",1,-99.9,7224.590314
Reedy Creek Improvement District,Muni,Reedy Creek Improvement District,FL,Lake Buena Vista,www.rcid.org,Progress Energy Florida,Duke Energy Florida Inc,Not Applicable,F,4.941953313,4,Previously Mapped Features; ABB Research,2086,540.581462,-99.9,-99.9,-99.9,81,2041,9,0,1515,1524,"0 to 3,000",1,-99.9,1058.699548
Remsen IA (City of),Muni,Remsen IA (City of),IA,Remsen,,Midcontinent ISO,Midcontinent ISO (Balancing Authority),Not Applicable,F,1.179535172,3,Company Maps; ABB Research,1674,10.05309099,-99.9,-99.9,-99.9,81,74,693,34,142,869,"0 to 3,000",5,-99.9,24.42683915
Renfrew Hydro Inc,Muni,Renfrew (Town of),,,http://www.renfrewhydro.com,Not Applicable,Not Applicable,Not Applicable,F,5.03562168,4,ABB Research,-99,-99,-99.9,-99.9,-99.9,81,3059,-99,-99,-99,-99,Not Reported,2,-99.9,-99
Rensselaer IN (City of),Muni,Rensselaer IN (City of),IN,Rensselaer,www.cityofrensselaerin.com/services/electric/index.html,Indiana Municipal Power Agency,Midcontinent ISO (Balancing Authority),Indiana Municipal Power Agency,F,1.60852638,4,Previously Mapped Features; ABB Research,5262,35.30866144,-99.9,-99.9,-99.9,81,1012,2673,45,530,3248,"3,000 to 100,000",1,-99.9,85.57388537
Renville Sibley Coop Power Association,DistCoop,Renville Sibley Coop Power Association,MN,Danube,www.renville-sibley.com,Midcontinent ISO,Midcontinent ISO (Balancing Authority),East River Electric Power Coop Inc,F,531.7399455,3,Company Maps; ABB Research,8856.328477,4159.721973,-99.9,-99.9,-99.9,81,943,1617,21,240,1878,"0 to 3,000",6,-99.9,9048.148562
Renwick IA (City of),Muni,Renwick IA (City of),IA,Renwick,,Midcontinent ISO,Midcontinent ISO (Balancing Authority),Not Applicable,F,0.98994667,4,Previously Mapped Features; ABB Research,255,4.526434383,-99.9,-99.9,-99.9,81,1924,146,0,24,170,0 to 700,5,-99.9,9.588489518
Republic OH (Village of),Muni,Republic OH (Village of),OH,Republic,,American Municipal Power OH,PJM Interconnection,American Municipal Power Inc,F,0.992380909,3,ABB Research,631,14.35762463,-99.9,-99.9,-99.9,81,2578,245,1,53,299,0 to 700,1,-99.9,35.38064588
Reynolds NE (Village of),Muni,Reynolds NE (Village of),NE,Reynolds,,Nebraska Public Power District,Southwest Power Pool (Balancing Authority),Not Applicable,F,0.25362932,4,Previously Mapped Features; ABB Research,106,0.747517308,-99.9,-99.9,-99.9,81,2079,41,0,8,49,0 to 700,1,-99.9,1.512482809
Rice Lake Utilities (WI),Muni,Rice Lake Utilities (WI),WI,Rice Lake,,Midcontinent ISO,Midcontinent ISO (Balancing Authority),Not Applicable,F,8.287185727,4,Previously Mapped Features; ABB Research,5016.910182,2481.089596,-99.9,-99.9,-99.9,81,2390,4727,170,998,5895,"3,000 to 100,000",1,-99.9,5049.355245
Rich Hill MO (City of),Muni,Rich Hill MO (City of),MO,Rich Hill,,Southwest Power Pool,Southwest Power Pool (Balancing Authority),Not Applicable,F,1.844585637,4,Previously Mapped Features; ABB Research,1423,12.08983177,-99.9,-99.9,-99.9,81,1014,612,0,89,701,"0 to 3,000",1,-99.9,24.73115978
